RestaurantID,RestaurantName,City,State,OrderID,OrderDate,OrderType,PaymentMethod,CustomerID,Gender,AgeGroup,ItemID,ItemName,Category,Quantity,UnitPrice,Discount,TotalPrice,NetPrice,CostPrice,Profit
R102,McDonald's Gurugram,Gurugram,Haryana,O271633,2025-03-26,Takeaway,Card,C13923,Male,18–25,I16,Strawberry Shake,Beverage,2,100,0,200,200,60,80
R105,McDonald's Amritsar,Amritsar,Punjab,O219367,2025-02-27,Delivery,Card,C18315,Female,36–45,I10,McFlurry,Dessert,3,90,0,270,270,60,90
R101,McDonald's Delhi,Delhi,Delhi,O252494,2025-02-24,Dine-in,Card,C13623,Male,46–60,I11,Soft Serve Cone,Dessert,3,30,15,90,75,10,45
R104,McDonald's Noida,Noida,Uttar Pradesh,O202286,2024-05-15,Delivery,App,C19916,Male,18–25,I09,Cold Coffee,Beverage,1,90,10,90,80,50,30
R101,McDonald's Lucknow,Lucknow,Uttar Pradesh,O292842,2024-09-12,Dine-in,Card,C19437,Male,Under 18,I09,Cold Coffee,Beverage,1,90,0,90,90,50,40
R105,McDonald's Delhi,Delhi,Delhi,O249473,2024-08-12,Takeaway,Cash,C18090,Female,Under 18,I13,Masala Wedges,Sides,2,65,5,130,125,35,55
R110,McDonald's Amritsar,Amritsar,Punjab,O213626,2025-01-12,Takeaway,Cash,C17537,Male,18–25,I13,Masala Wedges,Sides,3,65,10,195,185,35,80
R100,McDonald's Chandigarh,Chandigarh,Chandigarh,O219702,2024-12-19,Delivery,Card,C16585,Female,26–35,I05,Fries - Regular,Fries,3,50,20,150,130,22,64
R110,McDonald's Delhi,Delhi,Delhi,O266136,2024-05-17,Takeaway,Cash,C12279,Female,Under 18,I02,Chicken Maharaja Mac,Burger,2,190,10,380,370,115,140
R100,McDonald's Lucknow,Lucknow,Uttar Pradesh,O291299,2024-05-26,Takeaway,App,C19118,Male,60+,I20,Chocolate Shake,Beverage,3,100,15,300,285,60,105
R102,McDonald's Noida,Noida,Uttar Pradesh,O286499,2024-06-07,Dine-in,Cash,C10852,Male,60+,I11,Soft Serve Cone,Dessert,3,30,15,90,75,10,45
R108,McDonald's Chandigarh,Chandigarh,Chandigarh,O282841,2024-07-05,Delivery,Card,C15724,Female,36–45,I04,McChicken,Burger,3,130,20,390,370,75,145
R102,McDonald's Amritsar,Amritsar,Punjab,O240254,2024-05-21,Dine-in,Card,C12249,Female,36–45,I11,Soft Serve Cone,Dessert,1,30,15,30,15,10,5
R108,McDonald's Noida,Noida,Uttar Pradesh,O283751,2025-01-27,Delivery,Cash,C15133,Male,36–45,I09,Cold Coffee,Beverage,3,90,5,270,265,50,115
R107,McDonald's Dehradun,Dehradun,Uttarakhand,O223162,2024-09-23,Takeaway,Card,C18927,Male,18–25,I09,Cold Coffee,Beverage,2,90,5,180,175,50,75
R108,McDonald's Gurugram,Gurugram,Haryana,O262323,2024-12-18,Dine-in,Cash,C17275,Male,60+,I15,Peri Peri Fries,Fries,3,95,0,285,285,45,150
R110,McDonald's Jaipur,Jaipur,Rajasthan,O216282,2025-02-04,Dine-in,App,C18305,Male,26–35,I04,McChicken,Burger,3,130,20,390,370,75,145
R105,McDonald's Lucknow,Lucknow,Uttar Pradesh,O297160,2024-10-31,Dine-in,Cash,C16589,Male,Under 18,I05,Fries - Regular,Fries,3,50,5,150,145,22,79
R107,McDonald's Shimla,Shimla,Himachal Pradesh,O206181,2024-05-11,Takeaway,Card,C18359,Male,46–60,I10,McFlurry,Dessert,2,90,0,180,180,60,60
R102,McDonald's Dehradun,Dehradun,Uttarakhand,O222834,2025-01-29,Delivery,Card,C19099,Female,26–35,I12,Brownie Sundae,Dessert,2,110,0,220,220,65,90
R102,McDonald's Delhi,Delhi,Delhi,O220672,2024-08-05,Dine-in,App,C18688,Male,46–60,I07,Coca-Cola,Beverage,1,40,10,40,30,20,10
R110,McDonald's Chandigarh,Chandigarh,Chandigarh,O223434,2024-11-03,Takeaway,App,C15279,Female,36–45,I20,Chocolate Shake,Beverage,2,100,5,200,195,60,75
R104,McDonald's Gurugram,Gurugram,Haryana,O221638,2024-10-02,Takeaway,Card,C12226,Female,26–35,I03,McAloo Tikki,Burger,2,55,15,110,95,30,35
R107,McDonald's Chandigarh,Chandigarh,Chandigarh,O235899,2024-11-17,Dine-in,Cash,C19388,Male,26–35,I08,Sprite,Beverage,1,40,20,40,20,20,0
R102,McDonald's Lucknow,Lucknow,Uttar Pradesh,O209591,2024-11-26,Takeaway,Cash,C19145,Female,26–35,I18,Chicken Nuggets,Sides,3,120,15,360,345,70,135
R102,McDonald's Amritsar,Amritsar,Punjab,O235503,2024-07-05,Dine-in,App,C14996,Male,36–45,I06,Fries - Large,Fries,1,80,20,80,60,35,25
R107,McDonald's Chandigarh,Chandigarh,Chandigarh,O252643,2024-12-19,Delivery,Cash,C12312,Female,18–25,I06,Fries - Large,Fries,3,80,20,240,220,35,115
R100,McDonald's Lucknow,Lucknow,Uttar Pradesh,O231706,2024-05-11,Delivery,App,C18096,Male,Under 18,I09,Cold Coffee,Beverage,3,90,15,270,255,50,105
R104,McDonald's Dehradun,Dehradun,Uttarakhand,O239558,2025-03-30,Delivery,App,C17814,Male,46–60,I17,Paneer Wrap,Burger,1,120,0,120,120,65,55
R102,McDonald's Lucknow,Lucknow,Uttar Pradesh,O275243,2024-08-18,Takeaway,Cash,C11715,Female,18–25,I11,Soft Serve Cone,Dessert,3,30,10,90,80,10,50
R106,McDonald's Chandigarh,Chandigarh,Chandigarh,O236054,2024-04-19,Dine-in,App,C18276,Male,Under 18,I17,Paneer Wrap,Burger,1,120,10,120,110,65,45
R101,McDonald's Jaipur,Jaipur,Rajasthan,O231780,2024-05-22,Delivery,Card,C11787,Female,Under 18,I05,Fries - Regular,Fries,2,50,5,100,95,22,51
R101,McDonald's Shimla,Shimla,Himachal Pradesh,O279810,2024-12-11,Dine-in,App,C10369,Female,26–35,I04,McChicken,Burger,3,130,15,390,375,75,150
R105,McDonald's Jaipur,Jaipur,Rajasthan,O242104,2025-01-06,Dine-in,Card,C10666,Female,46–60,I20,Chocolate Shake,Beverage,1,100,0,100,100,60,40
R105,McDonald's Noida,Noida,Uttar Pradesh,O220270,2024-08-13,Dine-in,Card,C10153,Female,60+,I17,Paneer Wrap,Burger,2,120,0,240,240,65,110
R106,McDonald's Chandigarh,Chandigarh,Chandigarh,O203732,2024-09-19,Delivery,Card,C19107,Female,36–45,I10,McFlurry,Dessert,3,90,0,270,270,60,90
R101,McDonald's Lucknow,Lucknow,Uttar Pradesh,O236207,2025-02-13,Dine-in,Cash,C16585,Female,26–35,I19,Veg Pizza McPuff,Sides,1,42,5,42,37,22,15
R105,McDonald's Delhi,Delhi,Delhi,O272904,2024-06-13,Dine-in,App,C12936,Female,36–45,I08,Sprite,Beverage,2,40,10,80,70,20,30
R106,McDonald's Shimla,Shimla,Himachal Pradesh,O207139,2024-06-10,Takeaway,Card,C17241,Male,60+,I03,McAloo Tikki,Burger,3,55,0,165,165,30,75
R107,McDonald's Jaipur,Jaipur,Rajasthan,O214813,2024-07-12,Dine-in,Cash,C16543,Male,60+,I18,Chicken Nuggets,Sides,1,120,5,120,115,70,45
R110,McDonald's Amritsar,Amritsar,Punjab,O284253,2024-10-15,Takeaway,Card,C17833,Female,Under 18,I13,Masala Wedges,Sides,1,65,5,65,60,35,25
R103,McDonald's Chandigarh,Chandigarh,Chandigarh,O266358,2024-04-13,Dine-in,App,C18733,Male,36–45,I02,Chicken Maharaja Mac,Burger,2,190,5,380,375,115,145
R105,McDonald's Chandigarh,Chandigarh,Chandigarh,O288952,2024-08-03,Dine-in,Cash,C18850,Female,Under 18,I12,Brownie Sundae,Dessert,1,110,20,110,90,65,25
R107,McDonald's Jammu,Jammu,Jammu and Kashmir,O296025,2024-09-05,Takeaway,Card,C13661,Female,26–35,I05,Fries - Regular,Fries,2,50,5,100,95,22,51
R109,McDonald's Delhi,Delhi,Delhi,O219985,2025-02-11,Delivery,Card,C12893,Male,26–35,I17,Paneer Wrap,Burger,3,120,20,360,340,65,145
R109,McDonald's Amritsar,Amritsar,Punjab,O205576,2025-03-07,Delivery,App,C17680,Male,60+,I12,Brownie Sundae,Dessert,2,110,10,220,210,65,80
R110,McDonald's Chandigarh,Chandigarh,Chandigarh,O239309,2024-06-26,Delivery,App,C18401,Female,36–45,I15,Peri Peri Fries,Fries,1,95,0,95,95,45,50
R109,McDonald's Delhi,Delhi,Delhi,O299338,2025-01-10,Dine-in,Card,C14858,Female,18–25,I10,McFlurry,Dessert,2,90,15,180,165,60,45
R107,McDonald's Gurugram,Gurugram,Haryana,O200064,2024-04-05,Dine-in,App,C19438,Female,18–25,I08,Sprite,Beverage,1,40,5,40,35,20,15
R104,McDonald's Jammu,Jammu,Jammu and Kashmir,O235511,2024-12-23,Delivery,App,C17467,Male,46–60,I14,McPuff,Sides,2,42,15,84,69,20,29
R109,McDonald's Jaipur,Jaipur,Rajasthan,O296984,2024-04-28,Delivery,Card,C19356,Male,60+,I05,Fries - Regular,Fries,2,50,15,100,85,22,41
R103,McDonald's Gurugram,Gurugram,Haryana,O275276,2024-04-28,Dine-in,Card,C17994,Female,60+,I02,Chicken Maharaja Mac,Burger,2,190,20,380,360,115,130
R103,McDonald's Delhi,Delhi,Delhi,O286621,2024-07-21,Takeaway,App,C13967,Female,60+,I17,Paneer Wrap,Burger,2,120,20,240,220,65,90
R100,McDonald's Chandigarh,Chandigarh,Chandigarh,O285432,2024-09-02,Delivery,App,C11325,Male,36–45,I15,Peri Peri Fries,Fries,2,95,5,190,185,45,95
R104,McDonald's Jaipur,Jaipur,Rajasthan,O280128,2024-09-25,Dine-in,Cash,C10959,Female,60+,I12,Brownie Sundae,Dessert,2,110,10,220,210,65,80
R105,McDonald's Noida,Noida,Uttar Pradesh,O292024,2024-05-16,Dine-in,Card,C18732,Female,Under 18,I04,McChicken,Burger,2,130,10,260,250,75,100
R106,McDonald's Jaipur,Jaipur,Rajasthan,O293036,2024-08-19,Takeaway,Card,C14340,Female,Under 18,I18,Chicken Nuggets,Sides,2,120,0,240,240,70,100
R108,McDonald's Jammu,Jammu,Jammu and Kashmir,O285477,2024-07-14,Delivery,Cash,C15389,Male,36–45,I03,McAloo Tikki,Burger,1,55,15,55,40,30,10
R100,McDonald's Jammu,Jammu,Jammu and Kashmir,O282660,2024-07-16,Dine-in,App,C18669,Male,18–25,I17,Paneer Wrap,Burger,3,120,0,360,360,65,165
R106,McDonald's Shimla,Shimla,Himachal Pradesh,O254577,2025-02-13,Takeaway,Cash,C16717,Female,36–45,I07,Coca-Cola,Beverage,2,40,20,80,60,20,20
R103,McDonald's Amritsar,Amritsar,Punjab,O229587,2024-09-15,Delivery,Cash,C13477,Other,Under 18,I02,Chicken Maharaja Mac,Burger,2,190,10,380,370,115,140
R101,McDonald's Delhi,Delhi,Delhi,O258338,2025-03-02,Delivery,App,C13398,Female,Under 18,I12,Brownie Sundae,Dessert,1,110,5,110,105,65,40
R108,McDonald's Noida,Noida,Uttar Pradesh,O219535,2024-10-03,Dine-in,App,C14575,Male,46–60,I05,Fries - Regular,Fries,3,50,15,150,135,22,69
R106,McDonald's Chandigarh,Chandigarh,Chandigarh,O269103,2024-12-13,Delivery,Card,C18324,Male,60+,I12,Brownie Sundae,Dessert,1,110,15,110,95,65,30
R103,McDonald's Chandigarh,Chandigarh,Chandigarh,O220976,2024-07-25,Delivery,Card,C13843,Male,18–25,I06,Fries - Large,Fries,3,80,10,240,230,35,125
R110,McDonald's Lucknow,Lucknow,Uttar Pradesh,O203885,2025-01-10,Dine-in,Card,C16974,Male,Under 18,I03,McAloo Tikki,Burger,2,55,5,110,105,30,45
R104,McDonald's Jammu,Jammu,Jammu and Kashmir,O209765,2024-08-05,Delivery,App,C19195,Male,18–25,I14,McPuff,Sides,1,42,0,42,42,20,22
R104,McDonald's Delhi,Delhi,Delhi,O270114,2024-06-29,Dine-in,Card,C19282,Female,18–25,I20,Chocolate Shake,Beverage,3,100,5,300,295,60,115
R105,McDonald's Chandigarh,Chandigarh,Chandigarh,O287249,2024-12-16,Dine-in,App,C13009,Male,36–45,I04,McChicken,Burger,2,130,20,260,240,75,90
R108,McDonald's Noida,Noida,Uttar Pradesh,O254930,2025-02-12,Takeaway,Cash,C18224,Female,60+,I06,Fries - Large,Fries,3,80,20,240,220,35,115
R102,McDonald's Gurugram,Gurugram,Haryana,O293209,2024-06-17,Takeaway,Card,C15381,Other,26–35,I16,Strawberry Shake,Beverage,2,100,20,200,180,60,60
R108,McDonald's Gurugram,Gurugram,Haryana,O206414,2025-01-26,Takeaway,Card,C10882,Male,26–35,I04,McChicken,Burger,3,130,15,390,375,75,150
R104,McDonald's Jaipur,Jaipur,Rajasthan,O268136,2024-08-09,Takeaway,Cash,C12234,Female,46–60,I03,McAloo Tikki,Burger,3,55,0,165,165,30,75
R103,McDonald's Shimla,Shimla,Himachal Pradesh,O271744,2025-01-25,Dine-in,Cash,C13074,Other,60+,I05,Fries - Regular,Fries,1,50,15,50,35,22,13
R102,McDonald's Gurugram,Gurugram,Haryana,O244972,2024-07-13,Dine-in,Cash,C16773,Male,46–60,I18,Chicken Nuggets,Sides,2,120,15,240,225,70,85
R107,McDonald's Dehradun,Dehradun,Uttarakhand,O222926,2024-08-01,Takeaway,App,C15105,Male,60+,I17,Paneer Wrap,Burger,3,120,20,360,340,65,145
R104,McDonald's Jammu,Jammu,Jammu and Kashmir,O225226,2024-06-03,Dine-in,App,C17048,Other,36–45,I02,Chicken Maharaja Mac,Burger,2,190,15,380,365,115,135
R108,McDonald's Jaipur,Jaipur,Rajasthan,O287817,2024-09-13,Takeaway,Card,C19117,Female,36–45,I03,McAloo Tikki,Burger,3,55,20,165,145,30,55
R100,McDonald's Chandigarh,Chandigarh,Chandigarh,O222236,2024-09-13,Takeaway,Cash,C12175,Female,18–25,I08,Sprite,Beverage,2,40,20,80,60,20,20
R100,McDonald's Noida,Noida,Uttar Pradesh,O247041,2024-11-03,Delivery,Card,C11856,Female,60+,I10,McFlurry,Dessert,1,90,0,90,90,60,30
R103,McDonald's Shimla,Shimla,Himachal Pradesh,O225095,2025-03-10,Delivery,Cash,C19038,Male,Under 18,I20,Chocolate Shake,Beverage,3,100,0,300,300,60,120
R105,McDonald's Lucknow,Lucknow,Uttar Pradesh,O298715,2024-12-09,Takeaway,Card,C10064,Male,36–45,I07,Coca-Cola,Beverage,3,40,20,120,100,20,40
R106,McDonald's Jammu,Jammu,Jammu and Kashmir,O244910,2025-03-24,Dine-in,Card,C18940,Male,60+,I01,Veg Maharaja Mac,Burger,3,170,10,510,500,100,200
R105,McDonald's Jammu,Jammu,Jammu and Kashmir,O201636,2024-07-19,Takeaway,App,C11916,Female,60+,I09,Cold Coffee,Beverage,1,90,10,90,80,50,30
R103,McDonald's Dehradun,Dehradun,Uttarakhand,O259452,2024-09-25,Takeaway,App,C16425,Male,46–60,I12,Brownie Sundae,Dessert,1,110,20,110,90,65,25
R106,McDonald's Lucknow,Lucknow,Uttar Pradesh,O240116,2024-11-07,Dine-in,Card,C18879,Male,60+,I16,Strawberry Shake,Beverage,3,100,15,300,285,60,105
R110,McDonald's Dehradun,Dehradun,Uttarakhand,O275244,2024-10-14,Takeaway,Cash,C13842,Female,18–25,I03,McAloo Tikki,Burger,2,55,15,110,95,30,35
R109,McDonald's Chandigarh,Chandigarh,Chandigarh,O213432,2025-01-18,Dine-in,Cash,C17219,Male,26–35,I04,McChicken,Burger,1,130,15,130,115,75,40
R105,McDonald's Gurugram,Gurugram,Haryana,O287675,2024-09-10,Delivery,Cash,C18581,Female,46–60,I20,Chocolate Shake,Beverage,1,100,20,100,80,60,20
R107,McDonald's Chandigarh,Chandigarh,Chandigarh,O285871,2024-10-18,Delivery,App,C11521,Female,46–60,I02,Chicken Maharaja Mac,Burger,3,190,5,570,565,115,220
R103,McDonald's Delhi,Delhi,Delhi,O290145,2025-03-07,Dine-in,Cash,C10370,Female,60+,I14,McPuff,Sides,1,42,5,42,37,20,17
R106,McDonald's Gurugram,Gurugram,Haryana,O215353,2024-12-23,Dine-in,Card,C18494,Male,Under 18,I15,Peri Peri Fries,Fries,1,95,20,95,75,45,30
R102,McDonald's Dehradun,Dehradun,Uttarakhand,O201238,2024-05-25,Takeaway,Card,C19252,Male,60+,I12,Brownie Sundae,Dessert,1,110,20,110,90,65,25
R106,McDonald's Shimla,Shimla,Himachal Pradesh,O288183,2024-05-09,Delivery,Cash,C10696,Male,60+,I15,Peri Peri Fries,Fries,1,95,20,95,75,45,30
R105,McDonald's Lucknow,Lucknow,Uttar Pradesh,O252015,2024-08-10,Delivery,Card,C12121,Male,60+,I16,Strawberry Shake,Beverage,3,100,15,300,285,60,105
R105,McDonald's Dehradun,Dehradun,Uttarakhand,O289693,2024-09-27,Takeaway,App,C13974,Female,18–25,I16,Strawberry Shake,Beverage,3,100,20,300,280,60,100
R109,McDonald's Delhi,Delhi,Delhi,O205070,2024-06-01,Takeaway,Card,C12238,Female,60+,I15,Peri Peri Fries,Fries,2,95,10,190,180,45,90
R103,McDonald's Shimla,Shimla,Himachal Pradesh,O299582,2024-10-16,Delivery,App,C16810,Female,46–60,I20,Chocolate Shake,Beverage,1,100,0,100,100,60,40
R101,McDonald's Gurugram,Gurugram,Haryana,O249312,2024-07-10,Dine-in,App,C12308,Female,26–35,I09,Cold Coffee,Beverage,1,90,20,90,70,50,20
R105,McDonald's Delhi,Delhi,Delhi,O237019,2024-04-04,Dine-in,App,C11187,Other,18–25,I07,Coca-Cola,Beverage,1,40,5,40,35,20,15
R107,McDonald's Delhi,Delhi,Delhi,O257823,2024-08-14,Delivery,App,C19536,Male,60+,I14,McPuff,Sides,1,42,15,42,27,20,7
R109,McDonald's Noida,Noida,Uttar Pradesh,O273957,2025-02-08,Takeaway,Cash,C10128,Female,26–35,I16,Strawberry Shake,Beverage,3,100,15,300,285,60,105
R109,McDonald's Gurugram,Gurugram,Haryana,O299384,2024-11-05,Takeaway,Cash,C14529,Female,26–35,I06,Fries - Large,Fries,2,80,10,160,150,35,80
R101,McDonald's Delhi,Delhi,Delhi,O241279,2024-09-28,Delivery,Cash,C17395,Male,18–25,I20,Chocolate Shake,Beverage,2,100,5,200,195,60,75
R101,McDonald's Gurugram,Gurugram,Haryana,O248405,2024-09-10,Dine-in,Card,C15327,Male,46–60,I10,McFlurry,Dessert,2,90,20,180,160,60,40
R107,McDonald's Jammu,Jammu,Jammu and Kashmir,O292824,2024-04-28,Delivery,App,C15098,Female,60+,I15,Peri Peri Fries,Fries,3,95,0,285,285,45,150
R103,McDonald's Jaipur,Jaipur,Rajasthan,O284319,2024-12-17,Takeaway,Cash,C19407,Male,26–35,I02,Chicken Maharaja Mac,Burger,1,190,0,190,190,115,75
R101,McDonald's Gurugram,Gurugram,Haryana,O297739,2024-06-18,Takeaway,Card,C15085,Female,Under 18,I07,Coca-Cola,Beverage,1,40,5,40,35,20,15
R102,McDonald's Delhi,Delhi,Delhi,O206816,2024-07-28,Delivery,Card,C15733,Female,36–45,I15,Peri Peri Fries,Fries,1,95,0,95,95,45,50
R105,McDonald's Delhi,Delhi,Delhi,O254704,2024-05-08,Delivery,Card,C12515,Male,18–25,I06,Fries - Large,Fries,1,80,15,80,65,35,30
R106,McDonald's Lucknow,Lucknow,Uttar Pradesh,O200076,2025-01-14,Takeaway,Card,C10773,Male,36–45,I11,Soft Serve Cone,Dessert,1,30,15,30,15,10,5
R107,McDonald's Lucknow,Lucknow,Uttar Pradesh,O216568,2024-09-17,Takeaway,Cash,C14103,Male,18–25,I07,Coca-Cola,Beverage,2,40,20,80,60,20,20
R101,McDonald's Chandigarh,Chandigarh,Chandigarh,O214415,2024-04-10,Takeaway,Card,C18227,Female,18–25,I12,Brownie Sundae,Dessert,2,110,5,220,215,65,85
R107,McDonald's Shimla,Shimla,Himachal Pradesh,O208479,2025-01-24,Takeaway,App,C19166,Female,46–60,I08,Sprite,Beverage,3,40,15,120,105,20,45
R109,McDonald's Gurugram,Gurugram,Haryana,O296605,2024-12-16,Delivery,Card,C14184,Other,46–60,I11,Soft Serve Cone,Dessert,1,30,5,30,25,10,15
R107,McDonald's Lucknow,Lucknow,Uttar Pradesh,O272890,2024-07-18,Delivery,App,C17671,Female,36–45,I10,McFlurry,Dessert,1,90,15,90,75,60,15
R102,McDonald's Noida,Noida,Uttar Pradesh,O237335,2024-08-03,Delivery,Card,C12487,Male,18–25,I04,McChicken,Burger,2,130,20,260,240,75,90
R100,McDonald's Chandigarh,Chandigarh,Chandigarh,O286764,2024-12-14,Delivery,Cash,C11618,Male,26–35,I13,Masala Wedges,Sides,1,65,5,65,60,35,25
R105,McDonald's Lucknow,Lucknow,Uttar Pradesh,O234258,2025-02-27,Dine-in,Cash,C15792,Female,Under 18,I15,Peri Peri Fries,Fries,1,95,0,95,95,45,50
R104,McDonald's Delhi,Delhi,Delhi,O226239,2025-02-12,Dine-in,App,C19580,Male,36–45,I19,Veg Pizza McPuff,Sides,2,42,5,84,79,22,35
R100,McDonald's Amritsar,Amritsar,Punjab,O257556,2024-07-27,Delivery,Card,C19727,Female,26–35,I01,Veg Maharaja Mac,Burger,1,170,0,170,170,100,70
R102,McDonald's Amritsar,Amritsar,Punjab,O296679,2025-02-18,Dine-in,Card,C13137,Female,26–35,I05,Fries - Regular,Fries,1,50,10,50,40,22,18
R106,McDonald's Shimla,Shimla,Himachal Pradesh,O279333,2024-12-26,Dine-in,App,C10608,Male,26–35,I20,Chocolate Shake,Beverage,3,100,15,300,285,60,105
R108,McDonald's Delhi,Delhi,Delhi,O211029,2024-08-14,Delivery,App,C14958,Female,60+,I18,Chicken Nuggets,Sides,2,120,5,240,235,70,95
R109,McDonald's Lucknow,Lucknow,Uttar Pradesh,O254064,2024-11-05,Delivery,App,C14057,Male,36–45,I11,Soft Serve Cone,Dessert,3,30,5,90,85,10,55
R107,McDonald's Noida,Noida,Uttar Pradesh,O225533,2024-06-22,Takeaway,App,C16900,Male,Under 18,I18,Chicken Nuggets,Sides,1,120,15,120,105,70,35
R101,McDonald's Shimla,Shimla,Himachal Pradesh,O266610,2024-11-27,Dine-in,App,C12200,Female,60+,I01,Veg Maharaja Mac,Burger,3,170,20,510,490,100,190
R102,McDonald's Chandigarh,Chandigarh,Chandigarh,O287430,2024-11-24,Delivery,App,C16732,Male,18–25,I16,Strawberry Shake,Beverage,2,100,0,200,200,60,80
R109,McDonald's Shimla,Shimla,Himachal Pradesh,O210198,2025-01-20,Delivery,Card,C14396,Male,60+,I12,Brownie Sundae,Dessert,3,110,10,330,320,65,125
R102,McDonald's Noida,Noida,Uttar Pradesh,O216949,2024-11-01,Delivery,App,C16954,Male,Under 18,I09,Cold Coffee,Beverage,2,90,5,180,175,50,75
R100,McDonald's Delhi,Delhi,Delhi,O200195,2025-01-05,Delivery,Cash,C17237,Female,Under 18,I04,McChicken,Burger,1,130,0,130,130,75,55
R101,McDonald's Jaipur,Jaipur,Rajasthan,O200301,2024-07-21,Delivery,App,C15185,Female,60+,I17,Paneer Wrap,Burger,3,120,20,360,340,65,145
R106,McDonald's Jammu,Jammu,Jammu and Kashmir,O206637,2024-11-17,Dine-in,Card,C10422,Female,26–35,I02,Chicken Maharaja Mac,Burger,2,190,5,380,375,115,145
R106,McDonald's Amritsar,Amritsar,Punjab,O286127,2024-10-10,Delivery,App,C18655,Male,18–25,I12,Brownie Sundae,Dessert,2,110,15,220,205,65,75
R110,McDonald's Dehradun,Dehradun,Uttarakhand,O269338,2024-11-01,Delivery,Cash,C15192,Female,36–45,I10,McFlurry,Dessert,2,90,20,180,160,60,40
R101,McDonald's Amritsar,Amritsar,Punjab,O266541,2025-03-13,Delivery,Card,C13801,Female,46–60,I15,Peri Peri Fries,Fries,2,95,5,190,185,45,95
R104,McDonald's Chandigarh,Chandigarh,Chandigarh,O236530,2024-07-16,Takeaway,App,C19418,Male,26–35,I15,Peri Peri Fries,Fries,2,95,10,190,180,45,90
R104,McDonald's Dehradun,Dehradun,Uttarakhand,O262878,2024-12-12,Delivery,App,C19112,Female,18–25,I09,Cold Coffee,Beverage,1,90,5,90,85,50,35
R103,McDonald's Delhi,Delhi,Delhi,O242675,2024-06-25,Takeaway,Card,C14949,Male,Under 18,I17,Paneer Wrap,Burger,2,120,15,240,225,65,95
R105,McDonald's Shimla,Shimla,Himachal Pradesh,O258728,2024-10-29,Dine-in,App,C11237,Male,46–60,I02,Chicken Maharaja Mac,Burger,3,190,0,570,570,115,225
R101,McDonald's Chandigarh,Chandigarh,Chandigarh,O219343,2025-02-22,Delivery,Card,C19266,Male,36–45,I09,Cold Coffee,Beverage,2,90,15,180,165,50,65
R101,McDonald's Jammu,Jammu,Jammu and Kashmir,O246251,2024-11-28,Dine-in,App,C14547,Female,36–45,I16,Strawberry Shake,Beverage,3,100,15,300,285,60,105
R107,McDonald's Delhi,Delhi,Delhi,O260958,2024-04-15,Takeaway,App,C15937,Female,60+,I02,Chicken Maharaja Mac,Burger,2,190,0,380,380,115,150
R109,McDonald's Dehradun,Dehradun,Uttarakhand,O227806,2024-11-18,Takeaway,App,C15736,Male,60+,I10,McFlurry,Dessert,2,90,10,180,170,60,50
R102,McDonald's Amritsar,Amritsar,Punjab,O244713,2025-02-22,Takeaway,Cash,C17647,Male,60+,I05,Fries - Regular,Fries,1,50,15,50,35,22,13
R100,McDonald's Noida,Noida,Uttar Pradesh,O254703,2024-08-19,Dine-in,App,C12217,Male,46–60,I08,Sprite,Beverage,3,40,0,120,120,20,60
R108,McDonald's Jaipur,Jaipur,Rajasthan,O282431,2024-12-08,Takeaway,App,C15168,Male,26–35,I16,Strawberry Shake,Beverage,3,100,10,300,290,60,110
R104,McDonald's Jaipur,Jaipur,Rajasthan,O218576,2024-05-22,Dine-in,App,C10585,Female,26–35,I07,Coca-Cola,Beverage,1,40,15,40,25,20,5
R102,McDonald's Gurugram,Gurugram,Haryana,O244766,2025-02-19,Takeaway,Card,C11278,Female,Under 18,I01,Veg Maharaja Mac,Burger,3,170,15,510,495,100,195
R107,McDonald's Gurugram,Gurugram,Haryana,O237608,2024-06-18,Takeaway,App,C11509,Female,36–45,I13,Masala Wedges,Sides,2,65,15,130,115,35,45
R103,McDonald's Jaipur,Jaipur,Rajasthan,O276786,2024-07-17,Takeaway,App,C13160,Female,46–60,I17,Paneer Wrap,Burger,3,120,15,360,345,65,150
R108,McDonald's Gurugram,Gurugram,Haryana,O215238,2025-01-29,Dine-in,Cash,C12447,Male,26–35,I18,Chicken Nuggets,Sides,2,120,5,240,235,70,95
R102,McDonald's Amritsar,Amritsar,Punjab,O221225,2025-01-17,Dine-in,App,C14713,Male,26–35,I01,Veg Maharaja Mac,Burger,3,170,10,510,500,100,200
R110,McDonald's Noida,Noida,Uttar Pradesh,O291254,2025-02-14,Takeaway,Cash,C13297,Male,18–25,I16,Strawberry Shake,Beverage,2,100,5,200,195,60,75
R105,McDonald's Dehradun,Dehradun,Uttarakhand,O220073,2025-01-17,Delivery,Card,C16500,Female,46–60,I09,Cold Coffee,Beverage,1,90,15,90,75,50,25
R108,McDonald's Amritsar,Amritsar,Punjab,O255355,2024-09-09,Dine-in,Cash,C18729,Male,36–45,I17,Paneer Wrap,Burger,1,120,15,120,105,65,40
R110,McDonald's Gurugram,Gurugram,Haryana,O209676,2025-01-01,Dine-in,Cash,C19805,Female,36–45,I02,Chicken Maharaja Mac,Burger,3,190,5,570,565,115,220
R110,McDonald's Noida,Noida,Uttar Pradesh,O204136,2024-07-16,Dine-in,App,C12171,Female,Under 18,I16,Strawberry Shake,Beverage,1,100,5,100,95,60,35
